name,type,start_time,duration,"data"
"Async Serial","data",8.11189758,0.000123083333,0x00
"Async Serial","data",8.11202725,0.000123083333,0x01
"Async Serial","data",8.11215688,0.000123083333,0xA2
"Async Serial","data",8.1122865,0.000123083333,0x57
"Async Serial","data",9.25990442,0.000123083333,0xFF
"Async Serial","data",9.26003433,0.000123083333,0xFF
"Async Serial","data",9.26016421,0.000123083333,0xFE
"Async Serial","data",9.26029412,0.000123083333,0x04
"Async Serial","data",9.26042404,0.000123083333,0x02
"Async Serial","data",9.26055396,0.000123083333,0x3B
"Async Serial","data",9.26068387,0.000123083333,0x02
"Async Serial","data",9.26081379,0.000123083333,0xBE
"Async Serial","data",9.26112571,0.000123083333,0xFF
"Async Serial","data",9.26125537,0.000123083333,0xFF
"Async Serial","data",9.26138504,0.000123083333,0x01
"Async Serial","data",9.26151471,0.000123083333,0x04
"Async Serial","data",9.26164437,0.000123083333,0x00
"Async Serial","data",9.26177404,0.000123083333,0x01
"Async Serial","data",9.26190375,0.000123083333,0x78
"Async Serial","data",9.26203337,0.000123083333,0x81
"Async Serial","data",10.3764466,0.000123083333,0xFF
"Async Serial","data",10.3765765,0.000123083333,0xFF
"Async Serial","data",10.3767064,0.000123083333,0xFE
"Async Serial","data",10.3768363,0.000123083333,0x04
"Async Serial","data",10.3769662,0.000123083333,0x02
"Async Serial","data",10.377096,0.000123083333,0x3B
"Async Serial","data",10.3772259,0.000123083333,0x02
"Async Serial","data",10.3773558,0.000123083333,0xBE
"Async Serial","data",10.3776685,0.000123083333,0xFF
"Async Serial","data",10.3777982,0.000123083333,0xFF
"Async Serial","data",10.3779279,0.000123083333,0x01
"Async Serial","data",10.3780576,0.000123083333,0x04
"Async Serial","data",10.3781873,0.000123083333,0x00
"Async Serial","data",10.378317,0.000123083333,0x01
"Async Serial","data",10.3784467,0.000123083333,0x5D
"Async Serial","data",10.3785763,0.000123083333,0x9C
"Async Serial","data",11.4377392,0.000123083333,0xFF
"Async Serial","data",11.4378691,0.000123083333,0xFF
"Async Serial","data",11.437999,0.000123083333,0xFE
"Async Serial","data",11.4381289,0.000123083333,0x04
"Async Serial","data",11.4382587,0.000123083333,0x02
"Async Serial","data",11.4383887,0.000123083333,0x3B
"Async Serial","data",11.4385185,0.000123083333,0x02
"Async Serial","data",11.4386485,0.000123083333,0xBE
"Async Serial","data",11.4389585,0.000123083333,0xFF
"Async Serial","data",11.4390882,0.000123083333,0xFF
"Async Serial","data",11.4392179,0.000123083333,0x01
"Async Serial","data",11.4393475,0.000123083333,0x04
"Async Serial","data",11.4394772,0.000123083333,0x00
"Async Serial","data",11.4396069,0.000123083333,0x01
"Async Serial","data",11.4397365,0.000123083333,0x38
"Async Serial","data",11.4398662,0.000123083333,0xC1
"Async Serial","data",12.3945557,0.000123083333,0xFF
"Async Serial","data",12.3946855,0.000123083333,0xFF
"Async Serial","data",12.3948154,0.000123083333,0xFE
"Async Serial","data",12.3949452,0.000123083333,0x04
"Async Serial","data",12.3950751,0.000123083333,0x02
"Async Serial","data",12.395205,0.000123083333,0x3B
"Async Serial","data",12.3953348,0.000123083333,0x02
"Async Serial","data",12.3954646,0.000123083333,0xBE
"Async Serial","data",12.3957767,0.000123083333,0xFF
"Async Serial","data",12.3959064,0.000123083333,0xFF
"Async Serial","data",12.396036,0.000123083333,0x01
"Async Serial","data",12.3961657,0.000123083333,0x04
"Async Serial","data",12.3962954,0.000123083333,0x00
"Async Serial","data",12.396425,0.000123083333,0x01
"Async Serial","data",12.3965547,0.000123083333,0x1C
"Async Serial","data",12.3966844,0.000123083333,0xDD
"Async Serial","data",13.2671302,0.000123083333,0xFF
"Async Serial","data",13.2672601,0.000123083333,0xFF
"Async Serial","data",13.26739,0.000123083333,0xFE
"Async Serial","data",13.2675198,0.000123083333,0x04
"Async Serial","data",13.2676497,0.000123083333,0x02
"Async Serial","data",13.2677796,0.000123083333,0x3B
"Async Serial","data",13.2679094,0.000123083333,0x02
"Async Serial","data",13.2680393,0.000123083333,0xBE
"Async Serial","data",13.2683511,0.000123083333,0xFF
"Async Serial","data",13.2684807,0.000123083333,0xFF
"Async Serial","data",13.2686103,0.000123083333,0x01
"Async Serial","data",13.26874,0.000123083333,0x04
"Async Serial","data",13.2688696,0.000123083333,0x00
"Async Serial","data",13.2689993,0.000123083333,0x00
"Async Serial","data",13.2691289,0.000123083333,0xE9
"Async Serial","data",13.2692585,0.000123083333,0x11
"Async Serial","data",14.8460474,0.000123083333,0xFF
"Async Serial","data",14.8461773,0.000123083333,0xFF
"Async Serial","data",14.8463072,0.000123083333,0xFE
"Async Serial","data",14.846437,0.000123083333,0x04
"Async Serial","data",14.846567,0.000123083333,0x02
"Async Serial","data",14.8466968,0.000123083333,0x3B
"Async Serial","data",14.8468267,0.000123083333,0x02
"Async Serial","data",14.8469566,0.000123083333,0xBE
"Async Serial","data",14.8472695,0.000123083333,0xFF
"Async Serial","data",14.8473992,0.000123083333,0xFF
"Async Serial","data",14.8475288,0.000123083333,0x01
"Async Serial","data",14.8476585,0.000123083333,0x04
"Async Serial","data",14.8477881,0.000123083333,0x00
"Async Serial","data",14.8479178,0.000123083333,0x00
"Async Serial","data",14.8480474,0.000123083333,0xCB
"Async Serial","data",14.848177,0.000123083333,0x2F
"Async Serial","data",15.9705807,0.000123083333,0xFF
"Async Serial","data",15.9707105,0.000123083333,0xFF
"Async Serial","data",15.9708405,0.000123083333,0xFE
"Async Serial","data",15.9709703,0.000123083333,0x04
"Async Serial","data",15.9711002,0.000123083333,0x02
"Async Serial","data",15.9712301,0.000123083333,0x3B
"Async Serial","data",15.97136,0.000123083333,0x02
"Async Serial","data",15.9714899,0.000123083333,0xBE
"Async Serial","data",15.9718044,0.000123083333,0xFF
"Async Serial","data",15.971934,0.000123083333,0xFF
"Async Serial","data",15.9720637,0.000123083333,0x01
"Async Serial","data",15.9721933,0.000123083333,0x04
"Async Serial","data",15.972323,0.000123083333,0x00
"Async Serial","data",15.9724526,0.000123083333,0x00
"Async Serial","data",15.9725823,0.000123083333,0xAD
"Async Serial","data",15.9727119,0.000123083333,0x4D
"Async Serial","data",17.0048148,0.000123083333,0xFF
"Async Serial","data",17.0049447,0.000123083333,0xFF
"Async Serial","data",17.0050746,0.000123083333,0xFE
"Async Serial","data",17.0052045,0.000123083333,0x04
"Async Serial","data",17.0053344,0.000123083333,0x02
"Async Serial","data",17.0054642,0.000123083333,0x3B
"Async Serial","data",17.0055941,0.000123083333,0x02
"Async Serial","data",17.005724,0.000123083333,0xBE
"Async Serial","data",17.0060357,0.000123083333,0xFF
"Async Serial","data",17.0061654,0.000123083333,0xFF
"Async Serial","data",17.006295,0.000123083333,0x01
"Async Serial","data",17.0064247,0.000123083333,0x04
"Async Serial","data",17.0065543,0.000123083333,0x00
"Async Serial","data",17.0066839,0.000123083333,0x00
"Async Serial","data",17.0068135,0.000123083333,0x88
"Async Serial","data",17.0069432,0.000123083333,0x72
"Async Serial","data",18.0561256,0.000123083333,0xFF
"Async Serial","data",18.0562555,0.000123083333,0xFF
"Async Serial","data",18.0563854,0.000123083333,0xFE
"Async Serial","data",18.0565153,0.000123083333,0x04
"Async Serial","data",18.0566452,0.000123083333,0x02
"Async Serial","data",18.0567751,0.000123083333,0x3B
"Async Serial","data",18.056905,0.000123083333,0x02
"Async Serial","data",18.0570348,0.000123083333,0xBE
"Async Serial","data",18.0573453,0.000123083333,0xFF
"Async Serial","data",18.057475,0.000123083333,0xFF
"Async Serial","data",18.0576046,0.000123083333,0x01
"Async Serial","data",18.0577342,0.000123083333,0x04
"Async Serial","data",18.0578639,0.000123083333,0x00
"Async Serial","data",18.0579935,0.000123083333,0x00
"Async Serial","data",18.0581232,0.000123083333,0x5A
"Async Serial","data",18.0582528,0.000123083333,0xA0
"Async Serial","data",18.9538365,0.000123083333,0xFF
"Async Serial","data",18.9539664,0.000123083333,0xFF
"Async Serial","data",18.9540962,0.000123083333,0xFE
"Async Serial","data",18.9542261,0.000123083333,0x04
"Async Serial","data",18.954356,0.000123083333,0x02
"Async Serial","data",18.9544858,0.000123083333,0x3B
"Async Serial","data",18.9546157,0.000123083333,0x02
"Async Serial","data",18.9547455,0.000123083333,0xBE
"Async Serial","data",18.9550577,0.000123083333,0xFF
"Async Serial","data",18.9551873,0.000123083333,0xFF
"Async Serial","data",18.9553169,0.000123083333,0x01
"Async Serial","data",18.9554465,0.000123083333,0x04
"Async Serial","data",18.9555762,0.000123083333,0x00
"Async Serial","data",18.9557058,0.000123083333,0x00
"Async Serial","data",18.9558354,0.000123083333,0x55
"Async Serial","data",18.955965,0.000123083333,0xA5
"Async Serial","data",20.3711944,0.000123083333,0xFF
"Async Serial","data",20.3713243,0.000123083333,0xFF
"Async Serial","data",20.3714542,0.000123083333,0xFE
"Async Serial","data",20.3715841,0.000123083333,0x04
"Async Serial","data",20.371714,0.000123083333,0x02
"Async Serial","data",20.3718439,0.000123083333,0x3B
"Async Serial","data",20.3719738,0.000123083333,0x02
"Async Serial","data",20.3721037,0.000123083333,0xBE
"Async Serial","data",20.3724155,0.000123083333,0xFF
"Async Serial","data",20.3725452,0.000123083333,0xFF
"Async Serial","data",20.3726748,0.000123083333,0x01
"Async Serial","data",20.3728045,0.000123083333,0x04
"Async Serial","data",20.3729342,0.000123083333,0x00
"Async Serial","data",20.3730639,0.000123083333,0x00
"Async Serial","data",20.3731935,0.000123083333,0x33
"Async Serial","data",20.3733232,0.000123083333,0xC7
"Async Serial","data",21.1426825,0.000123083333,0xFF
"Async Serial","data",21.1428124,0.000123083333,0xFF
"Async Serial","data",21.1429423,0.000123083333,0xFE
"Async Serial","data",21.1430722,0.000123083333,0x04
"Async Serial","data",21.1432022,0.000123083333,0x02
"Async Serial","data",21.1433321,0.000123083333,0x3B
"Async Serial","data",21.143462,0.000123083333,0x02
"Async Serial","data",21.1435919,0.000123083333,0xBE
"Async Serial","data",21.1439744,0.000123083333,0xFF
"Async Serial","data",21.144104,0.000123083333,0xFF
"Async Serial","data",21.1442337,0.000123083333,0x01
"Async Serial","data",21.1443634,0.000123083333,0x04
"Async Serial","data",21.144493,0.000123083333,0x00
"Async Serial","data",21.1446227,0.000123083333,0x00
"Async Serial","data",21.1447523,0.000123083333,0x11
"Async Serial","data",21.144882,0.000123083333,0xE9
"Async Serial","data",22.5080639,0.000123083333,0xFF
"Async Serial","data",22.5081938,0.000123083333,0xFF
"Async Serial","data",22.5083237,0.000123083333,0xFE
"Async Serial","data",22.5084535,0.000123083333,0x04
"Async Serial","data",22.5085834,0.000123083333,0x02
"Async Serial","data",22.5087133,0.000123083333,0x3B
"Async Serial","data",22.5088432,0.000123083333,0x02
"Async Serial","data",22.5089731,0.000123083333,0xBE
"Async Serial","data",22.5092848,0.000123083333,0xFF
"Async Serial","data",22.5094145,0.000123083333,0xFF
"Async Serial","data",22.5095441,0.000123083333,0x01
"Async Serial","data",22.5096738,0.000123083333,0x04
"Async Serial","data",22.5098034,0.000123083333,0x00
"Async Serial","data",22.509933,0.000123083333,0x00
"Async Serial","data",22.5100627,0.000123083333,0x00
"Async Serial","data",22.5101924,0.000123083333,0xFA
"Async Serial","data",23.6135304,0.000123083333,0xFF
"Async Serial","data",23.6136603,0.000123083333,0xFF
"Async Serial","data",23.6137902,0.000123083333,0xFE
"Async Serial","data",23.61392,0.000123083333,0x04
"Async Serial","data",23.6140499,0.000123083333,0x02
"Async Serial","data",23.6141798,0.000123083333,0x3B
"Async Serial","data",23.6143097,0.000123083333,0x02
"Async Serial","data",23.6144396,0.000123083333,0xBE
"Async Serial","data",23.6147512,0.000123083333,0xFF
"Async Serial","data",23.6148808,0.000123083333,0xFF
"Async Serial","data",23.6150105,0.000123083333,0x01
"Async Serial","data",23.6151401,0.000123083333,0x04
"Async Serial","data",23.6152697,0.000123083333,0x00
"Async Serial","data",23.6153993,0.000123083333,0x00
"Async Serial","data",23.615529,0.000123083333,0x08
"Async Serial","data",23.6156586,0.000123083333,0xF2
"Async Serial","data",24.8323111,0.000123083333,0xFF
"Async Serial","data",24.832441,0.000123083333,0xFF
"Async Serial","data",24.8325708,0.000123083333,0xFE
"Async Serial","data",24.8327007,0.000123083333,0x04
"Async Serial","data",24.8328306,0.000123083333,0x02
"Async Serial","data",24.8329605,0.000123083333,0x3B
"Async Serial","data",24.8330903,0.000123083333,0x02
"Async Serial","data",24.8332202,0.000123083333,0xBE
"Async Serial","data",24.833534,0.000123083333,0xFF
"Async Serial","data",24.8336637,0.000123083333,0xFF
"Async Serial","data",24.8337933,0.000123083333,0x01
"Async Serial","data",24.8339229,0.000123083333,0x04
"Async Serial","data",24.8340525,0.000123083333,0x00
"Async Serial","data",24.8341822,0.000123083333,0x00
"Async Serial","data",24.8343118,0.000123083333,0x24
"Async Serial","data",24.8344415,0.000123083333,0xD6
"Async Serial","data",26.0299838,0.000123083333,0xFF
"Async Serial","data",26.0301137,0.000123083333,0xFF
"Async Serial","data",26.0302436,0.000123083333,0xFE
"Async Serial","data",26.0303735,0.000123083333,0x04
"Async Serial","data",26.0305034,0.000123083333,0x02
"Async Serial","data",26.0306333,0.000123083333,0x3B
"Async Serial","data",26.0307632,0.000123083333,0x02
"Async Serial","data",26.0308931,0.000123083333,0xBE
"Async Serial","data",26.031208,0.000123083333,0xFF
"Async Serial","data",26.0313376,0.000123083333,0xFF
"Async Serial","data",26.0314672,0.000123083333,0x01
"Async Serial","data",26.0315969,0.000123083333,0x04
"Async Serial","data",26.0317265,0.000123083333,0x00
"Async Serial","data",26.0318562,0.000123083333,0x03
"Async Serial","data",26.0319858,0.000123083333,0xFF
"Async Serial","data",26.0321155,0.000123083333,0xF8
"Async Serial","data",28.5241389,0.000123083333,0xFF
"Async Serial","data",28.5242688,0.000123083333,0xFF
"Async Serial","data",28.5243987,0.000123083333,0xFE
"Async Serial","data",28.5245287,0.000123083333,0x04
"Async Serial","data",28.5246586,0.000123083333,0x02
"Async Serial","data",28.5247885,0.000123083333,0x3B
"Async Serial","data",28.5249184,0.000123083333,0x02
"Async Serial","data",28.5250483,0.000123083333,0xBE
"Async Serial","data",28.5253593,0.000123083333,0xFF
"Async Serial","data",28.525489,0.000123083333,0xFF
"Async Serial","data",28.5256187,0.000123083333,0x01
"Async Serial","data",28.5257483,0.000123083333,0x04
"Async Serial","data",28.525878,0.000123083333,0x00
"Async Serial","data",28.5260076,0.000123083333,0x03
"Async Serial","data",28.5261372,0.000123083333,0xED
"Async Serial","data",28.5262668,0.000123083333,0x0A
"Async Serial","data",29.8373826,0.000123083333,0xFF
"Async Serial","data",29.8375125,0.000123083333,0xFF
"Async Serial","data",29.8376424,0.000123083333,0xFE
"Async Serial","data",29.8377723,0.000123083333,0x04
"Async Serial","data",29.8379022,0.000123083333,0x02
"Async Serial","data",29.8380321,0.000123083333,0x3B
"Async Serial","data",29.838162,0.000123083333,0x02
"Async Serial","data",29.8382919,0.000123083333,0xBE
"Async Serial","data",29.8386036,0.000123083333,0xFF
"Async Serial","data",29.8387333,0.000123083333,0xFF
"Async Serial","data",29.8388629,0.000123083333,0x01
"Async Serial","data",29.8389926,0.000123083333,0x04
"Async Serial","data",29.8391222,0.000123083333,0x00
"Async Serial","data",29.8392519,0.000123083333,0x03
"Async Serial","data",29.8393816,0.000123083333,0xB7
"Async Serial","data",29.8395113,0.000123083333,0x40
"Async Serial","data",31.2208007,0.000123083333,0xFF
"Async Serial","data",31.2209306,0.000123083333,0xFF
"Async Serial","data",31.2210605,0.000123083333,0xFE
"Async Serial","data",31.2211904,0.000123083333,0x04
"Async Serial","data",31.2213203,0.000123083333,0x02
"Async Serial","data",31.2214502,0.000123083333,0x3B
"Async Serial","data",31.2215801,0.000123083333,0x02
"Async Serial","data",31.22171,0.000123083333,0xBE
"Async Serial","data",31.2220246,0.000123083333,0xFF
"Async Serial","data",31.2221542,0.000123083333,0xFF
"Async Serial","data",31.2222839,0.000123083333,0x01
"Async Serial","data",31.2224135,0.000123083333,0x04
"Async Serial","data",31.2225432,0.000123083333,0x00
"Async Serial","data",31.2226728,0.000123083333,0x03
"Async Serial","data",31.2228024,0.000123083333,0x9C
"Async Serial","data",31.2229321,0.000123083333,0x5B
"Async Serial","data",32.6955426,0.000123083333,0xFF
"Async Serial","data",32.6956725,0.000123083333,0xFF
"Async Serial","data",32.6958025,0.000123083333,0xFE
"Async Serial","data",32.6959324,0.000123083333,0x04
"Async Serial","data",32.6960622,0.000123083333,0x02
"Async Serial","data",32.6961922,0.000123083333,0x3B
"Async Serial","data",32.6963221,0.000123083333,0x02
"Async Serial","data",32.696452,0.000123083333,0xBE
"Async Serial","data",32.6967658,0.000123083333,0xFF
"Async Serial","data",32.6968954,0.000123083333,0xFF
"Async Serial","data",32.697025,0.000123083333,0x01
"Async Serial","data",32.6971547,0.000123083333,0x04
"Async Serial","data",32.6972843,0.000123083333,0x00
"Async Serial","data",32.6974139,0.000123083333,0x03
"Async Serial","data",32.6975435,0.000123083333,0x7F
"Async Serial","data",32.6976731,0.000123083333,0x78
"Async Serial","data",34.1210898,0.000123083333,0xFF
"Async Serial","data",34.1212197,0.000123083333,0xFF
"Async Serial","data",34.1213496,0.000123083333,0xFE
"Async Serial","data",34.1214795,0.000123083333,0x04
"Async Serial","data",34.1216094,0.000123083333,0x02
"Async Serial","data",34.1217393,0.000123083333,0x3B
"Async Serial","data",34.1218692,0.000123083333,0x02
"Async Serial","data",34.1219991,0.000123083333,0xBE
"Async Serial","data",34.1223132,0.000123083333,0xFF
"Async Serial","data",34.1224428,0.000123083333,0xFF
"Async Serial","data",34.1225724,0.000123083333,0x01
"Async Serial","data",34.122702,0.000123083333,0x04
"Async Serial","data",34.1228316,0.000123083333,0x00
"Async Serial","data",34.1229612,0.000123083333,0x03
"Async Serial","data",34.1230908,0.000123083333,0x58
"Async Serial","data",34.1232204,0.000123083333,0x9F
"Async Serial","data",35.6749592,0.000123083333,0xFF
"Async Serial","data",35.6750891,0.000123083333,0xFF
"Async Serial","data",35.675219,0.000123083333,0xFE
"Async Serial","data",35.6753489,0.000123083333,0x04
"Async Serial","data",35.6754788,0.000123083333,0x02
"Async Serial","data",35.6756087,0.000123083333,0x3B
"Async Serial","data",35.6757386,0.000123083333,0x02
"Async Serial","data",35.6758685,0.000123083333,0xBE
"Async Serial","data",35.6761789,0.000123083333,0xFF
"Async Serial","data",35.6763086,0.000123083333,0xFF
"Async Serial","data",35.6764382,0.000123083333,0x01
"Async Serial","data",35.6765679,0.000123083333,0x04
"Async Serial","data",35.6766975,0.000123083333,0x00
"Async Serial","data",35.6768272,0.000123083333,0x03
"Async Serial","data",35.6769568,0.000123083333,0x3D
"Async Serial","data",35.6770865,0.000123083333,0xBA
"Async Serial","data",37.1546801,0.000123083333,0xFF
"Async Serial","data",37.15481,0.000123083333,0xFF
"Async Serial","data",37.1549399,0.000123083333,0xFE
"Async Serial","data",37.1550698,0.000123083333,0x04
"Async Serial","data",37.1551998,0.000123083333,0x02
"Async Serial","data",37.1553297,0.000123083333,0x3B
"Async Serial","data",37.1554596,0.000123083333,0x02
"Async Serial","data",37.1555895,0.000123083333,0xBE
"Async Serial","data",37.1559,0.000123083333,0xFF
"Async Serial","data",37.1560297,0.000123083333,0xFF
"Async Serial","data",37.1561593,0.000123083333,0x01
"Async Serial","data",37.156289,0.000123083333,0x04
"Async Serial","data",37.1564187,0.000123083333,0x00
"Async Serial","data",37.1565483,0.000123083333,0x03
"Async Serial","data",37.156678,0.000123083333,0x20
"Async Serial","data",37.1568077,0.000123083333,0xD7
"Async Serial","data",38.4418348,0.000123083333,0xFF
"Async Serial","data",38.4419647,0.000123083333,0xFF
"Async Serial","data",38.4420946,0.000123083333,0xFE
"Async Serial","data",38.4422245,0.000123083333,0x04
"Async Serial","data",38.4423544,0.000123083333,0x02
"Async Serial","data",38.4424842,0.000123083333,0x3B
"Async Serial","data",38.4426142,0.000123083333,0x02
"Async Serial","data",38.442744,0.000123083333,0xBE
"Async Serial","data",38.4430569,0.000123083333,0xFF
"Async Serial","data",38.4431865,0.000123083333,0xFF
"Async Serial","data",38.4433162,0.000123083333,0x01
"Async Serial","data",38.4434459,0.000123083333,0x04
"Async Serial","data",38.4435755,0.000123083333,0x00
"Async Serial","data",38.4437052,0.000123083333,0x03
"Async Serial","data",38.4438348,0.000123083333,0x0B
"Async Serial","data",38.4439645,0.000123083333,0xEC
"Async Serial","data",40.0079117,0.000123083333,0xFF
"Async Serial","data",40.0080416,0.000123083333,0xFF
"Async Serial","data",40.0081715,0.000123083333,0xFE
"Async Serial","data",40.0083014,0.000123083333,0x04
"Async Serial","data",40.0084314,0.000123083333,0x02
"Async Serial","data",40.0085613,0.000123083333,0x3B
"Async Serial","data",40.0086912,0.000123083333,0x02
"Async Serial","data",40.0088211,0.000123083333,0xBE
"Async Serial","data",40.0091368,0.000123083333,0xFF
"Async Serial","data",40.0092664,0.000123083333,0xFF
"Async Serial","data",40.009396,0.000123083333,0x01
"Async Serial","data",40.0095257,0.000123083333,0x04
"Async Serial","data",40.0096554,0.000123083333,0x00
"Async Serial","data",40.009785,0.000123083333,0x02
"Async Serial","data",40.0099147,0.000123083333,0xF4
"Async Serial","data",40.0100443,0.000123083333,0x04
"Async Serial","data",41.1656053,0.000123083333,0xFF
"Async Serial","data",41.1657352,0.000123083333,0xFF
"Async Serial","data",41.1658651,0.000123083333,0xFE
"Async Serial","data",41.165995,0.000123083333,0x04
"Async Serial","data",41.166125,0.000123083333,0x02
"Async Serial","data",41.1662548,0.000123083333,0x3B
"Async Serial","data",41.1663847,0.000123083333,0x02
"Async Serial","data",41.1665147,0.000123083333,0xBE
"Async Serial","data",41.1668289,0.000123083333,0xFF
"Async Serial","data",41.1669585,0.000123083333,0xFF
"Async Serial","data",41.1670882,0.000123083333,0x01
"Async Serial","data",41.1672179,0.000123083333,0x04
"Async Serial","data",41.1673476,0.000123083333,0x00
"Async Serial","data",41.1674772,0.000123083333,0x02
"Async Serial","data",41.1676069,0.000123083333,0xD8
"Async Serial","data",41.1677366,0.000123083333,0x20
"Async Serial","data",42.6293575,0.000123083333,0xFF
"Async Serial","data",42.6294874,0.000123083333,0xFF
"Async Serial","data",42.6296173,0.000123083333,0xFE
"Async Serial","data",42.6297473,0.000123083333,0x04
"Async Serial","data",42.6298772,0.000123083333,0x02
"Async Serial","data",42.6300071,0.000123083333,0x3B
"Async Serial","data",42.630137,0.000123083333,0x02
"Async Serial","data",42.6302669,0.000123083333,0xBE
"Async Serial","data",42.6305771,0.000123083333,0xFF
"Async Serial","data",42.6307068,0.000123083333,0xFF
"Async Serial","data",42.6308364,0.000123083333,0x01
"Async Serial","data",42.630966,0.000123083333,0x04
"Async Serial","data",42.6310957,0.000123083333,0x00
"Async Serial","data",42.6312253,0.000123083333,0x02
"Async Serial","data",42.631355,0.000123083333,0x9D
"Async Serial","data",42.6314846,0.000123083333,0x5B
"Async Serial","data",43.850345,0.000123083333,0xFF
"Async Serial","data",43.8504749,0.000123083333,0xFF
"Async Serial","data",43.8506047,0.000123083333,0xFE
"Async Serial","data",43.8507347,0.000123083333,0x04
"Async Serial","data",43.8508646,0.000123083333,0x02
"Async Serial","data",43.8509945,0.000123083333,0x3B
"Async Serial","data",43.8511244,0.000123083333,0x02
"Async Serial","data",43.8512543,0.000123083333,0xBE
"Async Serial","data",43.8515652,0.000123083333,0xFF
"Async Serial","data",43.8516948,0.000123083333,0xFF
"Async Serial","data",43.8518244,0.000123083333,0x01
"Async Serial","data",43.851954,0.000123083333,0x04
"Async Serial","data",43.8520835,0.000123083333,0x00
"Async Serial","data",43.8522132,0.000123083333,0x02
"Async Serial","data",43.8523427,0.000123083333,0x86
"Async Serial","data",43.8524724,0.000123083333,0x72
"Async Serial","data",45.3854502,0.000123083333,0xFF
"Async Serial","data",45.3855801,0.000123083333,0xFF
"Async Serial","data",45.38571,0.000123083333,0xFE
"Async Serial","data",45.3858399,0.000123083333,0x04
"Async Serial","data",45.3859698,0.000123083333,0x02
"Async Serial","data",45.3860997,0.000123083333,0x3B
"Async Serial","data",45.3862297,0.000123083333,0x02
"Async Serial","data",45.3863595,0.000123083333,0xBE
"Async Serial","data",45.386672,0.000123083333,0xFF
"Async Serial","data",45.3868016,0.000123083333,0xFF
"Async Serial","data",45.3869312,0.000123083333,0x01
"Async Serial","data",45.3870608,0.000123083333,0x04
"Async Serial","data",45.3871904,0.000123083333,0x00
"Async Serial","data",45.38732,0.000123083333,0x02
"Async Serial","data",45.3874496,0.000123083333,0x5B
"Async Serial","data",45.3875793,0.000123083333,0x9D
"Async Serial","data",47.2306045,0.000123083333,0xFF
"Async Serial","data",47.2307344,0.000123083333,0xFF
"Async Serial","data",47.2308643,0.000123083333,0xFE
"Async Serial","data",47.2309943,0.000123083333,0x04
"Async Serial","data",47.2311242,0.000123083333,0x02
"Async Serial","data",47.2312541,0.000123083333,0x3B
"Async Serial","data",47.231384,0.000123083333,0x02
"Async Serial","data",47.231514,0.000123083333,0xBE
"Async Serial","data",47.2318527,0.000123083333,0xFF
"Async Serial","data",47.2319823,0.000123083333,0xFF
"Async Serial","data",47.2321119,0.000123083333,0x01
"Async Serial","data",47.2322415,0.000123083333,0x04
"Async Serial","data",47.2323712,0.000123083333,0x00
"Async Serial","data",47.2325008,0.000123083333,0x02
"Async Serial","data",47.2326304,0.000123083333,0x43
