0,1
1.661811083,0
1.661824083,1
1.661941,0
1.661953958,1
1.662070875,0
1.662096875,1
1.662200792,0
1.66223975,1
1.66225275,0
1.662317708,1
1.662330667,0
1.662356667,1
1.662369667,0
1.662447583,1
1.662460583,0
1.662473542,1
1.662499542,0
1.662512542,1
1.6625515,0
1.662577458,1
1.662590458,0
1.662616458,1
1.662629417,0
1.662707375,1
1.662720333,0
1.662746333,1
1.662811292,0
1.66282425,1
1.663035625,0
1.663048667,1
1.663165875,0
1.663178917,1
1.663296167,0
1.663309167,1
1.663322208,0
1.663413375,1
1.663426417,0
1.6634655,1
1.6634785,0
1.663543625,1
1.663556667,0
1.663673917,1
1.663686958,0
1.663713,1
1.663726042,0
1.663804167,1
1.663817208,0
1.66384325,1
1.663895375,0
1.663908417,1
1.6639475,0
1.663973542,1
1.663986583,0
1.663999583,1
1.664025667,0
1.66406475,1
10.81805058,0
10.81806354,1
10.81818046,0
10.81819342,1
10.81831033,0
10.81833629,1
10.81844021,0
10.81847921,1
10.81849221,0
10.81855713,1
10.81857013,0
10.81859608,1
10.81860908,0
10.81868704,1
10.81870004,0
10.818713,1
10.818739,0
10.818752,1
10.81879096,0
10.81881692,1
10.81882992,0
10.81885592,1
10.81886888,0
10.81894679,1
10.81895979,0
10.81898575,1
10.81905071,0
10.81906371,1
10.81927125,0
10.81928425,1
10.8194015,0
10.81941454,1
10.81953175,0
10.81954479,1
10.81955779,0
10.819649,1
10.81966204,0
10.81970108,1
10.81971413,0
10.81977925,1
10.81979229,0
10.81990954,1
10.81992254,0
10.82003979,1
10.82005283,0
10.82009192,1
10.820131,0
10.82015704,1
10.82018313,0
10.82020917,1
10.82026129,0
10.82027433,1
10.82028733,0
10.82030038,1
14.78449217,0
14.78450517,1
14.78462204,0
14.78463504,1
14.78475192,0
14.78477792,1
14.78488183,0
14.78490779,1
14.78492079,0
14.78499871,1
14.78501171,0
14.78502471,1
14.78503767,0
14.78512858,1
14.78514158,0
14.78516758,1
14.78544579,0
14.78545879,1
14.78557604,0
14.78558904,1
14.78570629,0
14.78571933,1
14.78573233,0
14.78582354,1
14.78583658,0
14.78586263,1
14.78587567,0
14.78595383,1
14.78596688,0
14.78608413,1
14.78609717,0
14.78613625,1
14.78642567,0
14.78643867,1
14.78655554,0
14.78656854,1
14.78668542,0
14.78669842,1
14.78671142,0
14.78680233,1
14.78681529,0
14.78685425,1
14.78686725,0
14.78693221,1
14.78694517,0
14.78697117,1
14.78698413,0
14.78706208,1
14.78707504,0
14.78708804,1
14.78710104,0
14.787114,1
14.787127,0
14.78714,1
14.78715296,0
14.78719192,1
14.78720492,0
14.78721792,1
14.78723088,0
14.78732179,1
14.78733479,0
