0,1
4.369546583,0
4.369559583,1
4.3696765,0
4.369689458,1
4.369806375,0
4.369832333,1
4.36993625,0
4.369975208,1
4.369988167,0
4.370053125,1
4.370066125,0
4.370092083,1
4.370105083,0
4.370183,1
4.370196,0
4.370209,1
4.370234958,0
4.370247958,1
4.370286917,0
4.370312917,1
4.370325875,0
4.370351875,1
4.370364875,0
4.370442792,1
4.370455792,0
4.37048175,1
4.370546708,0
4.370559667,1
4.370767583,0
4.370780625,1
4.370897875,0
4.370910917,1
4.371028167,0
4.371041208,1
4.37105425,0
4.371145458,1
4.371158458,0
4.371197542,1
4.371210583,0
4.37127575,1
4.371288792,0
4.371406042,1
4.371419083,0
4.371432083,1
4.371458167,0
4.371536333,1
4.371549375,0
4.371562417,1
4.371575458,0
4.3716015,1
4.371627583,0
4.371653625,1
4.371679667,0
4.37170575,1
4.371757875,0
4.371770875,1
4.371783917,0
4.371796958,1
12.797487,0
12.7975,1
12.79761688,0
12.79762983,1
12.79774671,0
12.79777267,1
12.79787658,0
12.79791554,1
12.79792854,0
12.79799346,1
12.79800642,0
12.79803242,1
12.79804538,0
12.79812329,1
12.79813629,0
12.79814925,1
12.79817525,0
12.79818821,1
12.79822717,0
12.79825317,1
12.79826613,0
12.79829208,1
12.79830508,0
12.798383,1
12.79839596,0
12.79842196,1
12.79848688,0
12.79849988,1
12.79870946,0
12.7987225,1
12.79883975,0
12.79885279,1
12.79897004,0
12.79898308,1
12.79899608,0
12.79908729,1
12.79910033,0
12.79913942,1
12.79915242,0
12.79921758,1
12.79923063,0
12.79934788,1
12.79936092,0
12.79947817,1
12.79949121,0
12.79951725,1
12.7996215,0
12.79966058,1
15.33588758,0
15.33590054,1
15.33601742,0
15.33603038,1
15.33614725,0
15.33617325,1
15.33627713,0
15.33630308,1
15.33631608,0
15.33639396,1
15.33640696,0
15.33641996,1
15.33643292,0
15.33652383,1
15.33653679,0
15.33656275,1
15.33683838,0
15.33685142,1
15.33696867,0
15.33698171,1
15.33709896,0
15.33711196,1
15.337125,0
15.33721617,1
15.33722921,0
15.33725525,1
15.33726829,0
15.33734646,1
15.3373595,0
15.33747675,1
15.33748979,0
15.33752888,1
15.33782033,0
15.33783333,1
15.33795017,0
15.33796317,1
15.33808004,0
15.338093,1
15.338106,0
15.33819688,1
15.33820988,0
15.33824883,1
15.33826179,0
15.33832671,1
15.33833971,0
15.33836567,1
15.33837867,0
15.33845658,1
15.33846954,0
15.33848254,1
15.33849554,0
15.3385085,1
15.3385215,0
15.3385345,1
15.33854746,0
15.33858642,1
15.33859942,0
15.33861242,1
15.33862538,0
15.33871629,1
15.33872925,0
15.33875525,1
15.33876821,0
15.33880717,1
15.3390425,0
15.3390555,1
15.33917279,0
15.33918583,1
15.33930308,0
15.33931613,1
15.33932913,0
15.33942033,1
15.33943338,0
15.33944638,1
15.33947246,0
15.33955063,1
15.33956367,0
15.33968092,1
15.33969396,0
15.33981121,1
15.33982425,0
15.33983729,1
15.33986333,0
15.33987638,1
15.34015946,0
15.34017242,1
15.34028929,0
15.34030229,1
15.34041913,0
15.34043213,1
15.34044513,0
15.340536,1
15.340549,0
15.34058796,1
15.34060092,0
15.34066588,1
15.34067883,0
15.34069183,1
15.34071779,0
15.34079571,1
15.34080871,0
15.34084767,1
15.34086063,0
15.34087363,1
15.34089958,0
15.34092558,1
15.34093854,0
15.34105542,1
15.34106842,0
15.34108138,1
15.34110738,0
15.34115929,1
15.34137417,0
15.34138717,1
15.34150446,0
15.3415175,1
15.34163475,0
15.34164775,1
15.34166079,0
15.341752,1
15.34176504,0
15.34179108,1
15.34180413,0
15.34188229,1
15.34189533,0
15.34201254,1
15.34202558,0
15.34206467,1
15.34235158,0
15.34236454,1
15.34248142,0
15.34249442,1
15.34261129,0
15.34262425,1
15.34263725,0
15.34272813,1
15.34274113,0
15.34275413,1
15.34280604,0
15.34281904,1
15.34283204,0
15.342858,1
15.342871,0
15.34288396,1
15.34290996,0
15.34298783,1
15.34300083,0
15.34302679,1
15.34305279,0
15.34311771,1
15.34313067,0
15.34315663,1
15.34316963,0
15.34324754,1
15.3432605,0
15.3432865,1
15.34333842,0
15.34337738,1
15.34339038,0
15.34350721,1
15.34352021,0
15.34353321,1
